id,pred
630332,0.602848807408084
630334,0.7084594105340282
630336,0.9201052413674602
630338,0.9146610678681746
630339,0.9054920767494169
630340,0.9176621332260146
630341,0.9205616883818959
630342,0.919930819967121
630343,0.9381423716082288
630344,0.9202744875051171
630345,0.9037036327729802
630346,0.9214899255018834
630347,0.5743289786217706
630348,0.9227118516736342
630349,0.9075981071367388
630350,0.9205522943798662
630351,0.9110460922639155
630354,0.9118279302758242
630355,0.9108375328350288
630356,0.8927190087729122
630357,0.8861750841307003
630358,0.9121457460045366
630359,0.9168537788456309
630360,0.8957305622504316
630361,0.9066321823338767
630362,0.9080519132026977
630363,0.9062604068403629
630364,0.9088265618271811
630365,0.9157675294333666
630366,0.9103823164119256
630367,0.9010422242962012
630368,0.6499987610792738
630369,0.8919687648387485
630370,0.8784554652294946
630374,0.7427334499877469
630375,0.7571502911532492
630376,0.7546671104463967
630377,0.705425257737394
630378,0.8336445280199358
630380,0.8084635584120989
630381,0.8541320810266559
630382,0.4777359707287444
630383,0.7012819259335026
630385,0.7105513503650159
630388,0.9939208577314934
630390,0.14354787046297715
630395,0.8321796160872458
630396,0.14577318727889044
630397,0.8321796160872458
630398,0.8321796160872458
630399,0.810605204323317
630400,0.811358600831916
630401,0.810605204323317
630402,0.9880359531930049
630403,0.6889699649302357
630404,0.6903442050536223
630405,0.745763602522894
630406,0.6770002520923971
630407,0.9204059894988234
630409,0.9206930147746919
630410,0.7446219414711787
630411,0.871554495080469
630412,0.1645051740325141
630413,0.17487499405679657
630414,0.14961694318597193
630415,0.2701767018529525
630417,0.753991523791173
630418,0.2701767018529525
630419,0.26769800604300853
630420,0.37504753355378734
630421,0.5228857189590735
630422,0.3266935297657129
630423,0.15861185902978675
630424,0.37504753355378734
630425,0.4952885670938349
630426,0.5154182502164063
630427,0.14289418301706164
630429,0.14670095123139026
630430,0.8632102432924693
630431,0.8045684269688048
630432,0.705395355256122
630433,0.8037364246117487
630434,0.8000699423255412
630435,0.7834324148624917
630436,0.8045684269688048
630437,0.7909652332476216
630438,0.797218628989048
630439,0.7803591521972303
630440,0.9948269308080966
630441,0.9948238327845336
630445,0.9948238327845336
630446,0.9948115379265555
630447,0.9945356232862911
630448,0.9947483507483516
630449,0.9948238327845336
630450,0.9944746059388555
630451,0.9948424120944195
630452,0.9948238327845336
630453,0.9948419499204212
630466,0.7692576914144912
630467,0.7935943346565696
630470,0.9174379277396771
630471,0.9172171090103136
630472,0.917668949972703
630473,0.9084644556872178
630474,0.9200058929392769
630476,0.9187884805831974
630477,0.916867451561569
630478,0.9084644556872178
630479,0.916867451561569
630480,0.9247795051212381
630481,0.9229321097769565
630482,0.9247724433247427
630483,0.9269769615074368
630485,0.9255109191191399
630486,0.9276428212006304
630487,0.47375519359311496
630488,0.9193210177416131
630489,0.4719022095013332
630490,0.48517537164659696
630491,0.9154009956687437
630493,0.44842102286825636
630494,0.47350881711956444
630495,0.44593938237847985
630497,0.6615256345671351
630498,0.5756060619984772
630499,0.6147626123936165
630500,0.1726735860355554
630518,0.4771310512285255
630519,0.18113808513526508
630520,0.46042763871995546
630521,0.1726735860355554
630522,0.23749501488077224
630524,0.1565938754352808
630525,0.13992662079451543
630526,0.14540720457644457
630527,0.1947597245496058
630529,0.4156917512291732
630530,0.4216163304298432
630531,0.9099025750625986
630532,0.3008515352815667
630533,0.8686931097886179
630534,0.4721194305329513
630535,0.4733573778876909
630536,0.47134197503415903
630539,0.9056954383378245
630542,0.7558285925819258
630543,0.8496478195431653
630544,0.9928578917360773
630545,0.895548684760714
630548,0.7583114801694841
630549,0.9172463635410701
630550,0.9154007413183418
630551,0.9154007413183418
630553,0.3064416274747406
630554,0.9191517849774489
630555,0.926919247386615
630556,0.9253585645030802
630559,0.21713665427138476
630560,0.2154350535471861
630561,0.454213726671478
630565,0.9078349277785832
630566,0.4654015494104727
630567,0.8409186182271998
630568,0.6994879778228923
630569,0.5782024263263484
630571,0.7946172509727285
630572,0.47284589953512823
630573,0.9008155356597466
630574,0.39012318299286963
630575,0.21834054582043852
630576,0.3025258699899665
630577,0.43212856406744576
630582,0.23779054345222234
630584,0.44585841311014085
630585,0.36377166437220365
630586,0.8728206071717326
630587,0.8254699403859884
630590,0.9122426122067204
630591,0.41420722495911944
630592,0.45711729544160407
630594,0.4149684987372626
630595,0.867459966117753
630596,0.726401184511215
630597,0.7336042339037735
630598,0.9943713401927227
630599,0.4888403138851339
630600,0.8157803586545362
630602,0.8502585671888677
630604,0.8502585671888677
630605,0.9256587032350468
630606,0.5959189906133608
630607,0.42186303399515634
630609,0.4133004801296971
630610,0.13150592225883004
630611,0.4133004801296971
630612,0.13150592225883004
630613,0.19918743001800077
630614,0.3050510370595471
630616,0.8728827773988189
630621,0.8041236035922482
630622,0.23456330370131243
630623,0.1835208654187725
630624,0.6510947580820464
630625,0.9182811672230384
630626,0.7840746819625035
630627,0.1406292976961277
630628,0.15319964246548082
630629,0.9312576270725983
630632,0.8363764644816147
630634,0.9891506440405375
630635,0.1864358369320337
630637,0.6095464997572839
630638,0.8778012423203531
630639,0.6040342158580991
630640,0.6941560010131604
630641,0.8422089516934966
630642,0.45939088701381897
630643,0.9891506440405375
630645,0.4754138845554053
630646,0.48971767940249133
630650,0.8056168379015415
630651,0.7014189604035111
630652,0.8552307321892096
630653,0.7965949305395563
630656,0.2782771048273205
630657,0.14033084259299528
630658,0.4608380342923062
630659,0.26056336989253687
630660,0.26056336989253687
630661,0.14301230084635258
630666,0.9939756934114435
630671,0.6377174591929279
630672,0.5935536719632578
630674,0.6438485252626643
630675,0.652516769629292
630676,0.6514552852831277
630679,0.6340992832678
630686,0.8399448517791002
630687,0.7251961071585625
630688,0.689236139068139
630689,0.20983386605093932
630690,0.7543975509479593
630691,0.44247608139205397
630692,0.13565362134799952
630695,0.10900237123868431
630698,0.3686921936254629
630699,0.8360172717646638
630700,0.48990070243813744
630701,0.13702657319149852
630702,0.44723265757213043
630703,0.13289291237294007
630704,0.6192927913511974
630705,0.6183069518506767
630706,0.6095527967722333
630707,0.6893831808306561
630708,0.9894623274329779
630709,0.8421625994466174
630712,0.7594878779055102
630713,0.7171419141169422
630716,0.606149335018214
630717,0.6021645097380938
630722,0.9968558741752723
630723,0.9496022055609372
630724,0.9454861400711586
630725,0.9474375469588402
630726,0.9498369002631397
630727,0.9474375469588402
630728,0.9456675130382415
630729,0.9496022055609372
630730,0.8120428657278239
630733,0.29075453295668263
630734,0.30629093646536165
630737,0.15997465765232827
630738,0.6088392087157428
630739,0.1311271138770455
630740,0.7453571369179324
630741,0.9172971605831924
630742,0.9206620502924511
630743,0.9182537698344384
630744,0.9172971605831924
630745,0.9183455530064024
630746,0.9172337323470982
630747,0.9961092272783159
630748,0.9194643503928579
630749,0.5768728801583357
630755,0.9967638238516695
630756,0.9967521434954026
630758,0.9974607472565336
630762,0.6757339039255245
630763,0.824696363727657
630766,0.6762357494826422
630767,0.43352495497251964
630768,0.765901958912063
630769,0.8680109251201127
630770,0.9788637496233374
630771,0.9770814687455313
630772,0.7774391565494407
630773,0.7339008118923565
630774,0.7348235013620833
630775,0.7777611930740115
630776,0.8642684156721366
630778,0.268020064919394
630779,0.7189798631945319
630780,0.4817376505143282
630781,0.43623836315023795
630782,0.46457076557536064
630784,0.06915721959715515
630785,0.08135383441870576
630786,0.08066721673298435
630787,0.7428759772882465
630788,0.512789649671074
630789,0.5197618091210698
630790,0.4597765802386817
630791,0.5765264660093063
630792,0.7541650323583853
630793,0.810023043599486
630794,0.7599924407649964
630795,0.811494397262326
630796,0.7943067776156801
630797,0.7370162786703418
630798,0.7085417786952405
630800,0.9081272255999224
630801,0.7879730356461363
630802,0.4461602164295809
630803,0.7448281630356592
630804,0.864201461990302
630805,0.7688675478672938
630806,0.8282579938853911
630807,0.8296178258013123
630808,0.8314319911988605
630809,0.48067177406946193
630810,0.30501564931800823
630811,0.4011187838893874
630812,0.38885360728549073
630813,0.375501142423091
630814,0.375501142423091
630815,0.2876775119807096
630816,0.9654727428247697
630817,0.7601533187045497
630818,0.9223843605911125
630819,0.263410230836876
630820,0.5212069830536545
630821,0.5176676505127711
630822,0.29761512768768406
630824,0.196386229166149
630825,0.22975868503718827
630826,0.4195962750408531
630827,0.4071502163941732
630828,0.31012731431605567
630829,0.222718685635876
630831,0.40989087087542514
630832,0.4223610220599708
630833,0.32935775443280874
630834,0.5420486551524565
630835,0.4189394731239128
630836,0.5443847041587602
630837,0.9615896945263298
630838,0.8263691933446129
630840,0.7647013910632741
630841,0.7304877787451178
630842,0.7341384340515954
630843,0.7315737522945533
630844,0.7170261979822261
630845,0.7160279156361962
630846,0.7181454846556634
630847,0.9920178331691659
630848,0.4175637729217643
630851,0.4175637729217643
630852,0.22383516516983554
630853,0.4032477681179286
630854,0.41841567732487595
630855,0.33948137332899136
630856,0.2652567235551103
630857,0.3238228476379645
630858,0.4016775202238237
630859,0.3140030286092475
630860,0.25997901093697234
630862,0.23461143023360104
630863,0.266936555962903
630864,0.3215273777762064
630869,0.8601127982346068
630870,0.9509146630706831
630871,0.8497787489594887
630872,0.9668924074672306
630873,0.8324481247920194
630874,0.8337682393123619
630875,0.8327640603244982
630876,0.7036618341395472
630877,0.7258117836747824
630880,0.7935783956405348
630882,0.6553833451463443
630883,0.6599694624967173
630884,0.6599694624967173
630885,0.8301352065903679
630886,0.8416801545934123
630891,0.9064976853206195
630894,0.8349065703345296
630915,0.905306712907293
630916,0.6592775449130471
630920,0.9951498319975328
630921,0.9407077704759846
630922,0.9386592494004737
630923,0.9420458164067248
630924,0.9407077704759846
630925,0.9388618673612443
630929,0.8259436813119158
630934,0.708966777994942
630935,0.708966777994942
630936,0.7072439029199176
630941,0.28718483750824414
630942,0.7813681853850523
630943,0.4212605295601766
630944,0.42557567906794
630945,0.4212605295601766
630947,0.26936932099799266
630948,0.7458293652779068
630950,0.26499058807680825
630951,0.613523560550963
630953,0.995898933264579
630954,0.9957397732261989
630959,0.8710972585484369
630960,0.8291584905199901
630961,0.9321392533325052
630962,0.43197813652953077
630963,0.4353713534722897
630964,0.4324006420788089
630967,0.4977029730701348
630969,0.9277635052657301
630973,0.7110216821422072
630974,0.9245373272074296
630975,0.7110216821422072
630976,0.7919173360854971
630977,0.5141649415969447
630978,0.5141649415969447
630979,0.5141649415969447
630980,0.7378814786388227
630981,0.9463903449165515
630982,0.8716318951227656
630983,0.8685340606719211
630984,0.5609609323281378
630985,0.6909272241394884
630986,0.687989284663315
630987,0.6890433287094286
630988,0.687989284663315
630989,0.8420855960309378
630990,0.7880889979131749
630991,0.7880889979131749
630992,0.7895859356575474
630993,0.8304357858161826
630994,0.8317818763752874
630995,0.870774831242669
630998,0.48081769487492076
630999,0.47736973884291783
631000,0.6970153395121422
631002,0.9202362555545651
631003,0.8692239947563928
631004,0.9204548959245087
631008,0.7742466690937131
631009,0.7664661222562659
631010,0.6736405849771433
631011,0.8724649323048496
631012,0.7021923446892703
631013,0.6973141698223434
631014,0.7546371907065682
631015,0.8615974221090961
631018,0.4942780283269614
631020,0.854847478720983
631021,0.8306784557911325
631022,0.7711971402327247
631024,0.7787465977351979
631025,0.7546371907065682
631026,0.6181725069498872
631028,0.8362285343810626
631029,0.8375376354895212
631030,0.9472430185293051
631031,0.8597620485656142
631034,0.6095863175006868
631037,0.683125950594309
631039,0.6042492328322687
631041,0.18609012240418102
631043,0.7913420268379974
631047,0.4371358238974193
631050,0.9954914316158525
631051,0.2379862772458519
631052,0.9282247925136398
631055,0.6252596701801915
631057,0.6706657606657194
631058,0.6198439440940803
631059,0.9954914316158525
631060,0.6307798759429306
631061,0.9289987578714307
631063,0.8497535136126876
631064,0.92237649689679
631069,0.9306330372475888
631070,0.9285736525358431
631073,0.8408055218870464
631074,0.8420849459852233
631076,0.8365099639332662
631077,0.4845704095055164
631079,0.4891923768896285
631080,0.4484368738031875
631082,0.2506294887591487
631084,0.5008601044226964
631086,0.5000455783405865
631087,0.5012890997928959
631089,0.43179632734773055
631091,0.7154076544046163
631093,0.41013523822910963
631094,0.7002774183735049
631095,0.7154076544046163
631096,0.681181185334206
631097,0.6476424451026778
631098,0.6315699129650321
631100,0.6451422135131435
631101,0.26656022903793486
631104,0.30288194877331426
631107,0.42237036237427705
631108,0.29617586305127924
631110,0.5245342924590468
631111,0.8486983609973803
631112,0.5479186042582576
631113,0.664274036570388
631115,0.9085305945879232
631116,0.8637213654895065
631118,0.6130726354004424
631120,0.9930750921378545
631122,0.8019061243149911
631125,0.48059153819300915
631126,0.5169371011723737
631127,0.5154879473400895
631128,0.5030011008348325
631129,0.6115463329296893
631130,0.2407717233650835
631131,0.5905922041022212
631132,0.6476897293931658
631133,0.4093876652916332
631134,0.612496794663646
631135,0.6172570897421213
631136,0.4492178918796979
631137,0.4493516500725521
631138,0.1684607178216117
631139,0.1725212572626226
631140,0.1725212572626226
631141,0.28353226116765384
631142,0.803080650902684
631143,0.2815989537715712
631145,0.24187393301622342
631146,0.4075275137080126
631147,0.41575914015241416
631148,0.35417986516380384
631150,0.5339134570157974
631155,0.8945984949254211
631156,0.8907629648333605
631157,0.8800828817577491
631158,0.6858345167708177
631159,0.8247563422439785
631163,0.5400957578526527
631164,0.5276207823115481
631165,0.5435805601137971
631168,0.7297865493752191
631172,0.7391922801668341
631175,0.715036390050529
631176,0.6654034807166034
631177,0.7051989958033102
631179,0.7007776998186539
631182,0.6122819157566902
631183,0.9933876699150769
631186,0.9946540373742349
631188,0.8321145443046594
631189,0.798268827384582
631190,0.8323971705770798
631191,0.7973396847434402
631192,0.717147313955149
631194,0.7705517863775158
631195,0.7645591772565569
631196,0.7690051613382551
631197,0.6900759578213005
631198,0.693709613151965
631199,0.6843333507235744
631200,0.45723914323658504
631201,0.3692474304393995
631202,0.3692474304393995
631203,0.29734514194420514
631204,0.47712383525795354
631205,0.4630268249350385
631206,0.3987454456202359
631207,0.7417484459385978
631208,0.7402402892683295
631210,0.7931645471833021
631212,0.9957141888453251
631213,0.8226085946336552
631214,0.7828912109160534
631215,0.8000979357471983
631217,0.9477418697140352
631229,0.42577591412056764
631230,0.363636439365503
631231,0.6339702565767178
631232,0.6374914310607168
631233,0.6339702565767178
631234,0.7615509318481757
631235,0.7810721831792188
631236,0.7427472336804063
631237,0.6339702565767178
631242,0.5499757752694029
631243,0.45303859134072355
631244,0.8380018736956084
631246,0.4941715479775158
631247,0.7421129227587928
631248,0.2308798441566564
631249,0.5114735813012725
631251,0.5189159838789003
631252,0.6555868693241237
631256,0.3615114316641359
631258,0.36825452059756747
631260,0.49442085864916213
631263,0.7475909038075892
631264,0.2168812305633344
631265,0.2168812305633344
631266,0.8299700291647832
631267,0.7273757758027258
631268,0.6848948033833338
631270,0.34231823474152206
631272,0.2315780207421482
631273,0.4203489049795453
631274,0.3744732104006848
631277,0.41510312853092196
631278,0.09852649839181539
631279,0.45777486423434127
631280,0.12153887113425654
631281,0.1235168959460356
631284,0.655841261371458
631285,0.655841261371458
631286,0.7463653970723398
631289,0.8250696121344839
631290,0.6663719490143398
631291,0.8313852098295578
631292,0.5411394814707178
631293,0.6663719490143398
631294,0.8698858320544373
631295,0.6811241364963765
631303,0.44721133961799897
631304,0.5959433856039669
631305,0.05913482827274235
631306,0.07164865563564979
631307,0.07042859585532721
631308,0.8630861195811325
631309,0.48979647936890675
631310,0.49929562484142503
631311,0.5076227602186042
631313,0.2543577322855572
631314,0.2543577322855572
631315,0.18717439509051575
631316,0.25489102443862055
631317,0.5369780854745938
631318,0.25489102443862055
631319,0.18618606369331986
631324,0.9640351213785464
631325,0.8565465700308817
631327,0.2543577322855572
631328,0.2543577322855572
631329,0.18576068143514132
631335,0.7717612601755581
631336,0.807481342752692
631337,0.7703741152435898
631338,0.77807616227061
631339,0.24770905385731928
631340,0.24770905385731928
631341,0.1818535324625946
631342,0.3511994267060985
631343,0.1651487347256619
631344,0.19183504022987752
631345,0.27501987592966265
631349,0.25729667642161996
631350,0.2566332152178923
631351,0.18757687260378328
631352,0.19164212254982277
631354,0.7046166173866184
631355,0.13583987235777056
631356,0.11626566706346776
631357,0.14175557292260096
631358,0.5124794730360417
631359,0.9266873329632694
631362,0.8863552288626646
631364,0.8691463029833085
631365,0.35587246719545573
631366,0.9631619136993931
631367,0.7920576100681961
631368,0.7928659341315554
631369,0.7928659341315554
631370,0.25390352474028216
631371,0.18681010041328489
631372,0.25948413833200434
631373,0.25948413833200434
